Pesticide Name,Commodity,Number of Samples Analyzed,Number of Samples with Detects,Pct of Samples with Detects,Min Detect,Max Detect,LOD Range,pp_,EPA Tolerance (ppm)
"Fenobucarb (BPMC)","Raspberries","351","0"," "," "," ","0.005","M","NT"
"Fenobucarb (BPMC)","Raspberries, Frozen","10","0"," "," "," ","0.005","M","NT"
"Fenobucarb (BPMC)","Summer Squash","363","0"," "," "," ","0.005","M","NT"
"Fenobucarb (BPMC)","Winter Squash","187","0"," "," "," ","0.003","M","NT"
"Fenpropathrin","Apple Juice","379","0"," "," "," ","0.02","M","5.0"
"Fenpropathrin","Baby Food - Applesauce","379","25","6.6","0.002","0.002","0.001","M","5.0"
"Fenpropathrin","Baby Food - Peas","378","0"," "," "," ","0.125","M","0.02"
"Fenpropathrin","Bananas","708","0"," "," "," ","0.02","M","NT"
"Fenpropathrin","Broccoli","707","0"," "," "," ","0.005","M","3.0"
"Fenpropathrin","Butter","756","0"," "," "," ","0.0036","M","2.0"
"Fenpropathrin","Carrots","712","0"," "," "," ","0.003","M","NT"
"Fenpropathrin","Cauliflower","486","0"," "," "," ","0.003","M","3.0"
"Fenpropathrin","Celery","708","0"," "," "," ","0.003 - 0.005","M","NT"
"Fenpropathrin","Fish, Salmon","352","0"," "," "," ","0.02","M","NA"
"Fenpropathrin","Grape Juice","176","0"," "," "," ","0.02","M","5.0"
"Fenpropathrin","Green Beans","378","1","0.3","0.067","0.067","0.05","M","NT"
"Fenpropathrin","Infant Formula, Dairy-based","177","0"," "," "," ","0.003","M","0.08"
"Fenpropathrin","Infant Formula, Soy-based","179","0"," "," "," ","0.005","M","NT"
"Fenpropathrin","Mushrooms","532","0"," "," "," ","0.02","M","NT"
"Fenpropathrin","Nectarines","543","14","2.6","0.005","0.1624","0.003","M","1.4"
"Fenpropathrin","Peaches","285","26","9.1","0.0062","1","0.005","M","1.4"
"Fenpropathrin","Plums","507","5","1","0.012","0.026","0.005","M","1.4"
"Fenpropathrin","Raspberries","652","1","0.2","0.043","0.043","0.005 - 0.02","M","12"
"Fenpropathrin","Raspberries, Frozen","53","0"," "," "," ","0.005 - 0.02","M","12"
"Fenpropathrin","Summer Squash","709","0"," "," "," ","0.005 - 0.1","M","0.5"
"Fenpropathrin","Water, Finished","43","0"," "," "," ","14","T",""
"Fenpropathrin","Water, Groundwater","2","0"," "," "," ","14","T",""
"Fenpropathrin","Water, Untreated","43","0"," "," "," ","14","T",""
"Fenpropathrin","Winter Squash","187","1","0.5","0.02","0.02","0.012","M","0.5"
"Fenpropimorph","Apple Juice","379","0"," "," "," ","0.001","M","NT"
"Fenpropimorph","Baby Food - Applesauce","379","0"," "," "," ","0.01","M","NT"
"Fenpropimorph","Broccoli","708","0"," "," "," ","0.01","M","NT"
"Fenpropimorph","Celery","346","0"," "," "," ","0.0025","M","NT"
"Fenpropimorph","Grape Juice","176","0"," "," "," ","0.001","M","NT"
"Fenpropimorph","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","NT"
"Fenpropimorph","Peaches","269","0"," "," "," ","0.01","M","NT"
"Fenpropimorph","Plums","507","0"," "," "," ","0.0025","M","NT"
"Fenpropimorph","Raspberries","351","0"," "," "," ","0.0025","M","NT"
"Fenpropimorph","Raspberries, Frozen","10","0"," "," "," ","0.0025","M","NT"
"Fenpropimorph","Summer Squash","363","0"," "," "," ","0.0025","M","NT"
"Fenpyroximate","Apple Juice","379","0"," "," "," ","0.005","M","0.30"
"Fenpyroximate","Baby Food - Applesauce","379","0"," "," "," ","0.01","M","0.30"
"Fenpyroximate","Broccoli","708","0"," "," "," ","0.01","M","NT"
"Fenpyroximate","Butter","537","0"," "," "," ","0.0036 - 0.0072","M","NT"
"Fenpyroximate","Cauliflower","532","0"," "," "," ","0.001","M","NT"
"Fenpyroximate","Celery","362","0"," "," "," ","0.001 - 0.003","M","NT"
"Fenpyroximate","Fish, Salmon","294","0"," "," "," ","0.005","M","NA"
"Fenpyroximate","Grape Juice","176","0"," "," "," ","0.005","M","1.0"
"Fenpyroximate","Infant Formula, Dairy-based","177","0"," "," "," ","0.001 - 0.003","M","0.015"
"Fenpyroximate","Mushrooms","532","0"," "," "," ","0.005","M","NT"
"Fenpyroximate","Nectarines","543","2","0.4","0.002","0.0093","0.001","M","2.0"
"Fenpyroximate","Peaches","285","0"," "," "," ","0.01","M","2.0"
"Fensulfothion","Celery","346","0"," "," "," ","0.005","M","NT"
"Fensulfothion","Infant Formula, Soy-based","179","0"," "," "," ","0.005","M","NT"
"Fensulfothion","Plums","507","0"," "," "," ","0.005","M","NT"
"Fensulfothion","Raspberries","351","0"," "," "," ","0.005","M","NT"
"Fensulfothion","Raspberries, Frozen","10","0"," "," "," ","0.005","M","NT"
"Fensulfothion","Summer Squash","363","0"," "," "," ","0.005","M","NT"
"Fensulfothion","Winter Squash","187","0"," "," "," ","0.003","M","NT"
"Fenthion","Baby Food - Applesauce","379","0"," "," "," ","0.001","M","NT"
"Fenthion","Bananas","708","0"," "," "," ","0.015","M","NT"
"Fenthion","Broccoli","707","0"," "," "," ","0.005","M","NT"
"Fenthion","Butter","756","0"," "," "," ","0.0095","M","NT"
"Fenthion","Cauliflower","532","0"," "," "," ","0.0024","M","NT"
"Fenthion","Celery","708","0"," "," "," ","0.0024 - 0.0025","M","NT"
"Fenthion","Grape Juice","176","0"," "," "," ","0.01","M","NT"
"Fenthion","Infant Formula, Dairy-based","177","0"," "," "," ","0.0024","M","NT"
"Fenthion","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","NT"
"Fenthion","Peaches","285","0"," "," "," ","0.005","M","NT"
"Fenthion","Plums","507","0"," "," "," ","0.0025","M","NT"
"Fenthion","Raspberries","652","0"," "," "," ","0.0025 - 0.015","M","NT"
"Fenthion","Raspberries, Frozen","53","0"," "," "," ","0.0025 - 0.015","M","NT"
"Fenthion","Summer Squash","363","0"," "," "," ","0.0025","M","NT"
"Fenthion","Water, Finished","43","0"," "," "," ","22","T",""
"Fenthion","Water, Groundwater","2","0"," "," "," ","22","T",""
"Fenthion","Water, Untreated","43","0"," "," "," ","22","T",""
"Fenthion","Winter Squash","187","0"," "," "," ","0.006","M","NT"
"Fenthion oxygen analog","Water, Finished","2","0"," "," "," ","50","T",""
"Fenthion oxygen analog","Water, Groundwater","8","0"," "," "," ","50","T",""
"Fenthion oxygen analog","Water, Untreated","2","0"," "," "," ","50","T",""
"Fenthion oxygen analog sulfone","Bananas","708","0"," "," "," ","0.0069","M","NT"
"Fenthion oxygen analog sulfone","Grape Juice","146","0"," "," "," ","0.15","M","NT"
"Fenthion oxygen analog sulfone","Raspberries","301","0"," "," "," ","0.0069","M","NT"
"Fenthion oxygen analog sulfone","Raspberries, Frozen","43","0"," "," "," ","0.0069","M","NT"
"Fenthion oxygen analog sulfoxide","Bananas","708","0"," "," "," ","0.007","M","NT"
"Fenthion oxygen analog sulfoxide","Grape Juice","176","0"," "," "," ","0.05","M","NT"
"Fenthion oxygen analog sulfoxide","Raspberries","301","0"," "," "," ","0.007","M","NT"
"Fenthion oxygen analog sulfoxide","Raspberries, Frozen","43","0"," "," "," ","0.007","M","NT"
"Fenthion sulfone","Bananas","708","0"," "," "," ","0.03","M","NT"
"Fenthion sulfone","Grape Juice","146","0"," "," "," ","0.075","M","NT"
"Fenthion sulfone","Raspberries","301","0"," "," "," ","0.03","M","NT"
"Fenthion sulfone","Raspberries, Frozen","43","0"," "," "," ","0.03","M","NT"
"Fenthion sulfoxide","Bananas","708","0"," "," "," ","0.0098","M","NT"
"Fenthion sulfoxide","Grape Juice","146","0"," "," "," ","0.02","M","NT"
"Fenthion sulfoxide","Raspberries","301","0"," "," "," ","0.0098","M","NT"
"Fenthion sulfoxide","Raspberries, Frozen","43","0"," "," "," ","0.0098","M","NT"
"Fenuron","Carrots","712","0"," "," "," ","0.005","M","NT"
"Fenuron","Nectarines","543","0"," "," "," ","0.025","M","NT"
"Fipronil","Baby Food - Applesauce","379","0"," "," "," ","0.001","M","NT"
"Fipronil","Bananas","708","0"," "," "," ","0.0099","M","NT"
"Fipronil","Broccoli","707","0"," "," "," ","0.005","M","NT"
"Fipronil","Celery","318","0"," "," "," ","0.0018 - 0.01","M","NT"
"Fipronil","Infant Formula, Dairy-based","177","0"," "," "," ","0.0018","M","0.05"
"Fipronil","Peaches","285","0"," "," "," ","0.005","M","NT"
"Fipronil","Plums","507","0"," "," "," ","0.01","M","NT"
"Fipronil","Raspberries","591","0"," "," "," ","0.0099 - 0.01","M","NT"
"Fipronil","Raspberries, Frozen","53","0"," "," "," ","0.0099 - 0.01","M","NT"
"Fipronil","Summer Squash","303","0"," "," "," ","0.01","M","NT"
"Fipronil","Water, Finished","43","0"," "," "," ","0.35","T",""
"Fipronil","Water, Groundwater","2","0"," "," "," ","0.35","T",""
"Fipronil","Water, Untreated","43","0"," "," "," ","0.35","T",""
"Fipronil sulfone (MB46136)","Apple Juice","379","0"," "," "," ","0.05","M","NT"
"Fipronil sulfone (MB46136)","Fish, Salmon","352","0"," "," "," ","0.05","M","NA"
"Fipronil sulfone (MB46136)","Grape Juice","176","0"," "," "," ","0.05","M","NT"
"Flonicamid","Apple Juice","379","0"," "," "," ","0.006","M","0.20"
"Flonicamid","Baby Food - Applesauce","379","0"," "," "," ","0.01","M","0.20"
"Flonicamid","Bananas","708","0"," "," "," ","0.0051","M","NT"
"Flonicamid","Broccoli","708","1","0.1","0.11","0.11","0.01","M","1.5"
"Flonicamid","Butter","756","0"," "," "," ","0.0011 - 0.0036","M","NT"
"Flonicamid","Carrots","712","0"," "," "," ","0.004","M","0.60"
"Flonicamid","Cauliflower","532","7","1.3","0.002","0.0073","0.001","M","1.5"
"Flonicamid","Celery","708","69","9.7","0.002","0.1","0.001 - 0.03","M","4.0"
"Flonicamid","Fish, Salmon","293","0"," "," "," ","0.006","M","NA"
"Flonicamid","Grape Juice","148","0"," "," "," ","0.006","M","NT"
"Flonicamid","Green Beans","378","0"," "," "," ","0.1","M","NT"
"Flonicamid","Infant Formula, Dairy-based","177","0"," "," "," ","0.001","M","0.03"
"Flonicamid","Infant Formula, Soy-based","179","0"," "," "," ","0.03","M","NT"
"Flonicamid","Mushrooms","532","0"," "," "," ","0.006","M","NT"
"Flonicamid","Nectarines","543","0"," "," "," ","0.01","M","0.60"
"Flonicamid","Peaches","285","0"," "," "," ","0.01","M","0.60"
"Flonicamid","Plums","507","0"," "," "," ","0.03","M","0.60"
"Flonicamid","Raspberries","652","0"," "," "," ","0.0051 - 0.03","M","NT"
"Flonicamid","Raspberries, Frozen","53","0"," "," "," ","0.0051 - 0.03","M","NT"
"Flonicamid","Summer Squash","709","10","1.4","0.032","0.14","0.03 - 0.1","M","0.4"
"Flonicamid","Winter Squash","187","0"," "," "," ","0.018","M","0.4"
"Fluazifop butyl","Carrots","712","0"," "," "," ","0.001","M","2.0"
"Fluazifop butyl","Cauliflower","532","0"," "," "," ","0.001","M","NT"
"Fluazifop butyl","Celery","708","0"," "," "," ","0.001 - 0.0025","M","NT"
"Fluazifop butyl","Infant Formula, Dairy-based","177","0"," "," "," ","0.001","M","0.05"
"Fluazifop butyl","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","2.5"
"Fluazifop butyl","Nectarines","543","0"," "," "," ","0.001","M","0.05"
"Fluazifop butyl","Plums","507","0"," "," "," ","0.0025","M","0.05"
"Fluazifop butyl","Raspberries","351","0"," "," "," ","0.0025","M","NT"
"Fluazifop butyl","Raspberries, Frozen","10","0"," "," "," ","0.0025","M","NT"
"Fluazifop butyl","Summer Squash","363","0"," "," "," ","0.0025","M","NT"
"Fluazifop butyl","Winter Squash","187","0"," "," "," ","0.0015","M","NT"
"Fluazinam","Carrots","712","0"," "," "," ","0.01","M","0.70"
"Flubendiamide","Apple Juice","379","0"," "," "," ","0.035","M","1.5"
"Flubendiamide","Baby Food - Peas","378","0"," "," "," ","0.005","M","0.05"
"Flubendiamide","Celery","346","3","0.9","0.0055","0.0079","0.005","M","11"
"Flubendiamide","Fish, Salmon","352","0"," "," "," ","0.035","M","NA"
"Flubendiamide","Grape Juice","176","0"," "," "," ","0.035","M","1.4"
"Flubendiamide","Green Beans","378","5","1.3","0.0041","0.11","0.003","M","0.50"
"Flubendiamide","Mushrooms","532","0"," "," "," ","0.035","M","NT"
"Flubendiamide","Nectarines","541","23","4.3","0.005","0.0806","0.003","M","1.6"
"Flubendiamide","Plums","453","6","1.3","0.0069","0.017","0.005","M","1.6"
"Flubendiamide","Raspberries","351","0"," "," "," ","0.005","M","NT"
"Flubendiamide","Raspberries, Frozen","10","0"," "," "," ","0.005","M","NT"
"Flubendiamide","Summer Squash","709","3","0.4","0.0051","0.016","0.005","M","0.20"
"Flubendiamide","Winter Squash","187","0"," "," "," ","0.003","M","0.20"
"Fludioxonil","Apple Juice","379","0"," "," "," ","0.025","M","5.0"
"Fludioxonil","Baby Food - Applesauce","357","5","1.4","0.002","0.013","0.001","M","5.0"
"Fludioxonil","Baby Food - Peas","378","0"," "," "," ","0.015","M","0.01"
"Fludioxonil","Bananas","708","0"," "," "," ","0.015","M","NT"
"Fludioxonil","Broccoli","707","0"," "," "," ","0.005","M","2.0"
"Fludioxonil","Butter","738","0"," "," "," ","0.014","M","NT"
"Fludioxonil","Carrots","712","0"," "," "," ","0.008 - 0.027","M","0.75"
"Fludioxonil","Cauliflower","532","0"," "," "," ","0.012","M","2.0"
"Fludioxonil","Celery","708","0"," "," "," ","0.01 - 0.012","M","15"
"Fludioxonil","Fish, Salmon","352","0"," "," "," ","0.025","M","NA"
"Fludioxonil","Grape Juice","176","0"," "," "," ","0.025","M","2.0"
"Fludioxonil","Green Beans","378","0"," "," "," ","0.05","M","0.4"
"Fludioxonil","Infant Formula, Dairy-based","177","0"," "," "," ","0.012","M","0.01"
"Fludioxonil","Infant Formula, Soy-based","179","0"," "," "," ","0.01","M","0.4"
"Fludioxonil","Mushrooms","532","0"," "," "," ","0.025","M","NT"
"Fludioxonil","Nectarines","271","213","78.6","0.0333","3.3606","0.02","M","5.0"
"Fludioxonil","Peaches","285","218","76.5","0.0059","2.4","0.005","M","5.0"
"Fludioxonil","Plums","507","225","44.4","0.012","1.7","0.01","M","5.0"
"Fludioxonil","Raspberries","652","42","6.4","0.011","0.56","0.01 - 0.015","M","5.0"
"Fludioxonil","Raspberries, Frozen","53","9","17","0.023","0.51","0.01 - 0.015","M","5.0"
"Fludioxonil","Summer Squash","709","1","0.1","0.011","0.011","0.01 - 0.06","M","0.45"
"Fludioxonil","Winter Squash","187","0"," "," "," ","0.006","M","0.45"
"Flufenacet","Infant Formula, Soy-based","179","0"," "," "," ","0.01","M","0.1"
"Flufenacet oxanilic acid (OA)","Water, Finished","50","0"," "," "," ","0.75 - 2.5","T",""
"Flufenacet oxanilic acid (OA)","Water, Groundwater","14","0"," "," "," ","0.75 - 2.5","T",""
"Flufenacet oxanilic acid (OA)","Water, Untreated","50","0"," "," "," ","0.75 - 2.5","T",""
"Flufenoxuron","Apple Juice","379","0"," "," "," ","0.002","M","0.50"
"Flufenoxuron","Celery","346","0"," "," "," ","0.01","M","NT"
"Flufenoxuron","Fish, Salmon","235","0"," "," "," ","0.001","M","NA"
"Flufenoxuron","Grape Juice","176","0"," "," "," ","0.002","M","0.70"
"Flufenoxuron","Infant Formula, Soy-based","179","0"," "," "," ","0.01","M","NT"
"Flufenoxuron","Mushrooms","532","0"," "," "," ","0.002","M","NT"
"Flufenoxuron","Plums","507","0"," "," "," ","0.01","M","NT"
"Flufenoxuron","Raspberries","351","0"," "," "," ","0.01","M","NT"
"Flufenoxuron","Raspberries, Frozen","10","0"," "," "," ","0.01","M","NT"
"Flufenoxuron","Summer Squash","363","0"," "," "," ","0.01","M","NT"
"Flumetsulam","Water, Finished","50","0"," "," "," ","8.6 - 15","T",""
"Flumetsulam","Water, Groundwater","14","0"," "," "," ","8.6 - 15","T",""
"Flumetsulam","Water, Untreated","50","0"," "," "," ","8.6 - 15","T",""
"Flumioxazin","Apple Juice","379","0"," "," "," ","0.01","M","0.02"
"Flumioxazin","Bananas","708","0"," "," "," ","0.02","M","NT"
"Flumioxazin","Butter","756","0"," "," "," ","0.0011","M","NT"
"Flumioxazin","Cauliflower","532","0"," "," "," ","0.0015 - 0.005","M","NT"
"Flumioxazin","Celery","362","0"," "," "," ","0.0015 - 0.01","M","0.02"
"Flumioxazin","Fish, Salmon","177","0"," "," "," ","0.01","M","1.5"
"Flumioxazin","Grape Juice","176","0"," "," "," ","0.01","M","0.02"
"Flumioxazin","Green Beans","378","0"," "," "," ","0.08","M","NT"
"Flumioxazin","Infant Formula, Dairy-based","177","0"," "," "," ","0.0015","M","NT"
"Flumioxazin","Infant Formula, Soy-based","179","0"," "," "," ","0.02","M","0.02"
"Flumioxazin","Nectarines","543","0"," "," "," ","0.023","M","0.02"
"Flumioxazin","Raspberries","301","0"," "," "," ","0.02","M","NT"
"Flumioxazin","Raspberries, Frozen","43","0"," "," "," ","0.02","M","NT"
"Flumioxazin","Summer Squash","346","0"," "," "," ","0.18","M","0.03"
"Fluometuron","Water, Finished","50","1","2","2.7","2.7","1.6 - 50","T",""
"Fluometuron","Water, Groundwater","14","0"," "," "," ","1.6 - 50","T",""
"Fluometuron","Water, Untreated","50","1","2","2.7","2.7","1.6 - 50","T",""
"Fluopicolide","Apple Juice","379","0"," "," "," ","0.015","M","NT"
"Fluopicolide","Bananas","708","0"," "," "," ","0.0067","M","NT"
"Fluopicolide","Butter","756","0"," "," "," ","0.0011","M","NT"
"Fluopicolide","Carrots","712","19","2.7","0.01","0.0246","0.006 - 0.02","M","0.15"
"Fluopicolide","Cauliflower","516","0"," "," "," ","0.0015","M","5.0"
"Fluopicolide","Celery","708","18","2.5","0.0025","0.0091","0.0015 - 0.0025","M","25"
"Fluopicolide","Fish, Salmon","352","0"," "," "," ","0.015","M","NA"
"Fluopicolide","Grape Juice","176","0"," "," "," ","0.015","M","2.0"
"Fluopicolide","Green Beans","378","1","0.3","0.0067","0.0067","0.002","M","NT"
"Fluopicolide","Infant Formula, Dairy-based","177","0"," "," "," ","0.0015","M","NT"
"Fluopicolide","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","NT"
"Fluopicolide","Mushrooms","532","0"," "," "," ","0.015","M","NT"
"Fluopicolide","Plums","507","0"," "," "," ","0.0025","M","NT"
"Fluopicolide","Raspberries","652","0"," "," "," ","0.0025 - 0.0067","M","NT"
"Fluopicolide","Raspberries, Frozen","53","0"," "," "," ","0.0025 - 0.0067","M","NT"
"Fluopicolide","Summer Squash","709","24","3.4","0.0028","0.057","0.0025 - 0.01","M","0.50"
"Fluopicolide","Winter Squash","187","5","2.7","0.0025","0.0082","0.0015","M","0.50"
"Fluoxastrobin","Baby Food - Applesauce","379","0"," "," "," ","0.002","M","NT"
"Fluoxastrobin","Bananas","708","0"," "," "," ","0.025","M","NT"
"Fluoxastrobin","Broccoli","708","0"," "," "," ","0.002","M","NT"
"Fluoxastrobin","Butter","756","0"," "," "," ","0.0014","M","0.50"
"Fluoxastrobin","Cauliflower","532","0"," "," "," ","0.0012","M","NT"
"Fluoxastrobin","Celery","708","0"," "," "," ","0.0012 - 0.0025","M","4.0"
"Fluoxastrobin","Green Beans","378","0"," "," "," ","0.001","M","NT"
"Fluoxastrobin","Infant Formula, Dairy-based","177","0"," "," "," ","0.0012","M","0.02"
"Fluoxastrobin","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","0.05"
"Fluoxastrobin","Peaches","285","0"," "," "," ","0.002","M","NT"
"Fluoxastrobin","Plums","507","0"," "," "," ","0.0025","M","NT"
"Fluoxastrobin","Raspberries","652","0"," "," "," ","0.0025 - 0.025","M","NT"
"Fluoxastrobin","Raspberries, Frozen","53","0"," "," "," ","0.0025 - 0.025","M","NT"
"Fluoxastrobin","Summer Squash","709","0"," "," "," ","0.0025 - 0.005","M","0.50"
"Fluoxastrobin","Winter Squash","187","0"," "," "," ","0.0015","M","0.50"
"Fluquinconazole","Apple Juice","379","0"," "," "," ","0.01","M","NT"
"Fluquinconazole","Celery","346","0"," "," "," ","0.01","M","NT"
"Fluquinconazole","Fish, Salmon","206","0"," "," "," ","0.01","M","NA"
"Fluquinconazole","Grape Juice","176","0"," "," "," ","0.01","M","NT"
"Fluquinconazole","Infant Formula, Soy-based","179","0"," "," "," ","0.01","M","NT"
"Fluquinconazole","Plums","507","0"," "," "," ","0.01","M","NT"
"Fluquinconazole","Raspberries","351","0"," "," "," ","0.01","M","NT"
"Fluquinconazole","Raspberries, Frozen","10","0"," "," "," ","0.01","M","NT"
"Fluquinconazole","Summer Squash","363","0"," "," "," ","0.01","M","NT"
"Fluridone","Apple Juice","379","0"," "," "," ","0.001","M","0.1"
"Fluridone","Baby Food - Applesauce","379","0"," "," "," ","0.01","M","0.1"
"Fluridone","Baby Food - Peas","378","0"," "," "," ","0.005","M","0.1"
"Fluridone","Bananas","708","0"," "," "," ","0.001","M","NT"
"Fluridone","Broccoli","708","0"," "," "," ","0.01","M","0.1"
"Fluridone","Carrots","712","0"," "," "," ","0.001","M","0.1"
"Fluridone","Celery","346","0"," "," "," ","0.0025","M","0.1"
"Fluridone","Fish, Salmon","234","0"," "," "," ","0.001","M","0.5"
"Fluridone","Grape Juice","176","0"," "," "," ","0.001","M","0.1"
"Fluridone","Green Beans","378","1","0.3","0.0034","0.0034","0.001","M","0.1"
"Fluridone","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","0.1"
"Fluridone","Mushrooms","532","0"," "," "," ","0.001","M","NT"
"Fluridone","Nectarines","543","0"," "," "," ","0.001","M","0.1"
"Fluridone","Peaches","285","0"," "," "," ","0.01","M","0.1"
"Fluridone","Plums","507","0"," "," "," ","0.0025","M","0.1"
"Fluridone","Raspberries","652","0"," "," "," ","0.001 - 0.0025","M","0.1"
"Fluridone","Raspberries, Frozen","53","0"," "," "," ","0.001 - 0.0025","M","0.1"
"Fluridone","Summer Squash","709","1","0.1","0.0098","0.0098","0.0025 - 0.005","M","0.1"
"Fluridone","Winter Squash","187","0"," "," "," ","0.0015","M","0.1"
"Fluroxypyr-meptyl","Water, Finished","43","0"," "," "," ","4.9","T",""
"Fluroxypyr-meptyl","Water, Groundwater","2","0"," "," "," ","4.9","T",""
"Fluroxypyr-meptyl","Water, Untreated","43","0"," "," "," ","4.9","T",""
"Flusilazole","Apple Juice","379","0"," "," "," ","0.01","M","NT"
"Flusilazole","Baby Food - Applesauce","379","0"," "," "," ","0.002","M","NT"
"Flusilazole","Bananas","708","0"," "," "," ","0.008","M","NT"
"Flusilazole","Broccoli","707","0"," "," "," ","0.01","M","NT"
"Flusilazole","Celery","346","0"," "," "," ","0.0025","M","NT"
"Flusilazole","Fish, Salmon","177","0"," "," "," ","0.01","M","NA"
"Flusilazole","Grape Juice","176","0"," "," "," ","0.01","M","NT"
"Flusilazole","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","0.04"
"Flusilazole","Mushrooms","532","0"," "," "," ","0.01","M","NT"
"Flusilazole","Nectarines","543","0"," "," "," ","0.003","M","NT"
"Flusilazole","Peaches","285","0"," "," "," ","0.01","M","NT"
"Flusilazole","Plums","507","0"," "," "," ","0.0025","M","NT"
"Flusilazole","Raspberries","652","0"," "," "," ","0.0025 - 0.008","M","NT"
"Flusilazole","Raspberries, Frozen","53","0"," "," "," ","0.0025 - 0.008","M","NT"
"Flusilazole","Summer Squash","363","0"," "," "," ","0.0025","M","NT"
"Flutolanil","Apple Juice","379","0"," "," "," ","0.003","M","NT"
"Flutolanil","Celery","346","0"," "," "," ","0.0025","M","NT"
"Flutolanil","Fish, Salmon","323","0"," "," "," ","0.002","M","NA"
"Flutolanil","Grape Juice","176","0"," "," "," ","0.003","M","NT"
"Flutolanil","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","0.20"
"Flutolanil","Mushrooms","532","0"," "," "," ","0.003","M","NT"
"Flutolanil","Plums","507","0"," "," "," ","0.0025","M","NT"
"Flutolanil","Raspberries","351","0"," "," "," ","0.0025","M","NT"
"Flutolanil","Raspberries, Frozen","10","0"," "," "," ","0.0025","M","NT"
"Flutolanil","Summer Squash","363","0"," "," "," ","0.0025","M","NT"
"Flutolanil","Winter Squash","187","0"," "," "," ","0.0015","M","NT"
"Flutriafol","Apple Juice","379","0"," "," "," ","0.01","M","0.40"
"Flutriafol","Celery","346","0"," "," "," ","0.01","M","NT"
"Flutriafol","Fish, Salmon","146","0"," "," "," ","0.01","M","NA"
"Flutriafol","Grape Juice","176","0"," "," "," ","0.01","M","1.5"
"Flutriafol","Infant Formula, Soy-based","179","0"," "," "," ","0.01","M","0.35"
"Flutriafol","Plums","507","0"," "," "," ","0.01","M","1.5"
"Flutriafol","Raspberries","351","0"," "," "," ","0.01","M","NT"
"Flutriafol","Raspberries, Frozen","10","0"," "," "," ","0.01","M","NT"
"Flutriafol","Summer Squash","363","0"," "," "," ","0.01","M","0.30"
"Fluvalinate","Apple Juice","379","0"," "," "," ","0.05","M","NT"
"Fluvalinate","Baby Food - Applesauce","357","0"," "," "," ","0.001","M","NT"
"Fluvalinate","Baby Food - Peas","378","0"," "," "," ","0.3","M","NT"
"Fluvalinate","Bananas","708","0"," "," "," ","0.036","M","NT"
"Fluvalinate","Broccoli","707","0"," "," "," ","0.005","M","NT"
"Fluvalinate","Carrots","712","0"," "," "," ","0.007","M","NT"
"Fluvalinate","Celery","346","0"," "," "," ","0.01","M","NT"
"Fluvalinate","Fish, Salmon","352","0"," "," "," ","0.05","M","NA"
"Fluvalinate","Grape Juice","176","0"," "," "," ","0.05","M","NT"
"Fluvalinate","Green Beans","378","0"," "," "," ","0.15","M","NT"
"Fluvalinate","Infant Formula, Soy-based","179","0"," "," "," ","0.01","M","NT"
"Fluvalinate","Mushrooms","532","0"," "," "," ","0.05","M","NT"
"Fluvalinate","Nectarines","543","0"," "," "," ","0.007","M","NT"
"Fluvalinate","Peaches","285","0"," "," "," ","0.005","M","NT"
"Fluvalinate","Plums","507","0"," "," "," ","0.01","M","NT"
"Fluvalinate","Raspberries","652","0"," "," "," ","0.01 - 0.036","M","NT"
"Fluvalinate","Raspberries, Frozen","53","0"," "," "," ","0.01 - 0.036","M","NT"
"Fluvalinate","Summer Squash","709","0"," "," "," ","0.01 - 0.3","M","NT"
"Fluvalinate","Water, Finished","43","0"," "," "," ","130","T",""
"Fluvalinate","Water, Groundwater","2","0"," "," "," ","130","T",""
"Fluvalinate","Water, Untreated","43","0"," "," "," ","130","T",""
"Fluvalinate","Winter Squash","187","0"," "," "," ","0.012","M","NT"
"Fluxapyroxad","Green Beans","378","0"," "," "," ","0.005","M","2.0"
"Fluxapyroxad","Nectarines","543","5","0.9","0.003","0.0574","0.002","M","2.0"
"Folpet","Apple Juice","379","0"," "," "," ","0.03","M","5.0"
"Folpet","Baby Food - Applesauce","357","0"," "," "," ","0.003","M","5.0"
"Folpet","Bananas","240","0"," "," "," ","0.03 - 0.15","M","NT"
"Folpet","Fish, Salmon","59","0"," "," "," ","0.03","M","NA"
"Folpet","Mushrooms","504","0"," "," "," ","0.03","M","NT"
"Folpet","Nectarines","543","0"," "," "," ","0.064","M","NT"
"Folpet","Peaches","285","0"," "," "," ","0.015","M","NT"
"Fonofos","Baby Food - Applesauce","379","0"," "," "," ","0.001","M","NT"
"Fonofos","Broccoli","707","0"," "," "," ","0.005","M","NT"
"Fonofos","Cauliflower","532","0"," "," "," ","0.0015","M","NT"
"Fonofos","Celery","708","0"," "," "," ","0.0015 - 0.0025","M","NT"
"Fonofos","Infant Formula, Dairy-based","177","0"," "," "," ","0.0015","M","NT"
"Fonofos","Infant Formula, Soy-based","179","0"," "," "," ","0.0025","M","NT"
